Data;Hora UTC;PRECIPITAÇÃO TOTAL. HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO. HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREÇÃO HORARIA (gr) (° (gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);
2023/01/01;0000 UTC;.2;903.8;903.8;903;;19.4;18.2;19.5;19.3;18.3;18.1;93;93;93;192;1.7;.6;
2023/01/01;0100 UTC;.2;903.9;903.9;903.8;;19.4;18.2;19.6;19.3;18.4;18.1;93;93;93;281;1.5;0;
2023/01/01;0200 UTC;0;903.6;904;903.6;;19.1;18;19.4;19.1;18.2;18;93;93;93;218;2.5;1.2;
2023/01/01;0300 UTC;.2;903.2;903.6;903.1;;19.3;18.2;19.4;19;18.3;17.9;94;93;93;342;2.3;0;
2023/01/01;0400 UTC;0;902.6;903.2;902.6;;18.9;17.8;19.3;18.9;18.2;17.8;93;93;93;41;2.5;.1;
2023/01/01;0500 UTC;0;902.1;902.6;902.1;;19;17.9;19.1;18.9;17.9;17.8;93;93;93;72;2.3;.7;
2023/01/01;0600 UTC;0;901.5;902.1;901.5;;18.8;17.7;19;18.8;17.8;17.6;93;93;93;84;2.9;1.5;
2023/01/01;0700 UTC;0;901.4;901.6;901.4;;18.9;17.6;18.9;18.8;17.7;17.6;93;92;92;98;4.6;2.7;
2023/01/01;0800 UTC;0;901.3;901.5;901.2;;18.5;17.2;18.9;18.5;17.6;17.2;92;92;92;103;6.4;3.4;
2023/01/01;0900 UTC;0;901.9;901.9;901.3;21.6;18.8;17.5;18.8;18.5;17.5;17.2;92;92;92;104;8.2;4.2;
2023/01/01;1000 UTC;0;902.9;902.9;901.9;250.3;19.3;17.6;19.3;18.8;17.7;17.5;92;90;90;89;8.2;3.2;
2023/01/01;1100 UTC;0;903.4;903.4;902.9;619.9;20.3;17.9;20.3;19.3;18;17.6;90;86;86;83;5.6;2.5;
2023/01/01;1200 UTC;0;903.7;903.7;903.4;1107.9;21.6;18;21.6;20.3;18.2;17.8;86;79;80;42;4.2;1.9;
2023/01/01;1300 UTC;0;903.7;903.8;903.7;1926.7;22.9;18.1;23.2;21.6;18.4;17.4;80;71;74;27;4.3;1.7;
2023/01/01;1400 UTC;0;903.5;903.8;903.5;1482.5;23.8;18.4;23.9;22.4;18.7;17.6;76;70;72;345;4.3;2;
2023/01/01;1500 UTC;0;902.7;903.5;902.7;3801.3;25.6;18.2;25.8;23.7;19.1;17.4;72;61;64;342;5.5;2.8;
2023/01/01;1600 UTC;0;902;902.7;902;2868.5;25.8;18.2;26.8;25;18.6;16.9;65;57;63;317;5.9;3.3;
2023/01/01;1700 UTC;1;901.5;902;901.5;1329.3;21.9;18.9;26.5;21.8;19.1;16.7;84;59;83;17;9.4;2.7;
2023/01/01;1800 UTC;0;900.3;901.5;900.3;2701.8;25.7;18.1;25.9;21.9;21.1;18.1;83;63;63;347;6.4;3.5;
2023/01/01;1900 UTC;0;899.7;900.4;899.7;2080.9;25.6;17.8;26.8;25.2;19.2;17.6;68;60;62;342;6.4;2.3;
2023/01/01;2000 UTC;0;899.5;900;899.3;483.8;25.1;18.3;25.6;25;18.3;17.4;67;62;66;330;5.8;1.2;
2023/01/01;2100 UTC;0;899.8;899.9;899.5;89.4;24.5;18.5;25.1;24.5;18.5;17.9;69;65;69;67;3.3;1.6;
2023/01/01;2200 UTC;0;900.6;900.6;899.7;23.8;22.1;17.5;24.5;22.1;18.8;17.5;75;69;75;103;7.4;4.5;
2023/01/01;2300 UTC;10.8;901.7;901.8;900.6;;17.4;16.1;22.1;17.4;18;16.1;92;75;92;270;7.8;2.1;
2023/01/02;0000 UTC;1.2;901.4;901.7;901.1;;19.3;17.7;19.3;17.3;17.8;16;93;91;91;60;3.5;1.9;
2023/01/02;0100 UTC;0;902.4;902.5;901.4;;19.3;17.3;19.4;19.1;17.7;17.3;91;88;88;100;5.6;2.9;
2023/01/02;0200 UTC;0;901.9;902.6;901.8;;18.9;17.1;19.3;18.9;17.3;16.8;89;86;89;57;5.6;.7;
2023/01/02;0300 UTC;0;902.2;902.3;901.8;;19.5;17.7;19.5;18.9;17.8;17.1;91;89;89;108;5.4;3.3;
2023/01/02;0400 UTC;.2;901.6;902.2;901.6;;19.7;17.8;19.7;19.3;17.8;17.5;90;89;89;96;5.3;2.3;
2023/01/02;0500 UTC;.6;901.3;901.7;901.3;;19.6;17.9;19.8;19.6;17.9;17.7;90;88;90;97;4.1;2.3;
2023/01/02;0600 UTC;0;900.8;901.3;900.8;;19.3;17.8;19.6;19.3;18;17.8;91;90;91;103;4.8;2.1;
2023/01/02;0700 UTC;0;900.8;900.9;900.3;;19.1;17.6;19.3;19.1;17.8;17.6;91;91;91;108;5.4;3.1;
2023/01/02;0800 UTC;0;900.9;901;900.7;;19.1;17.5;19.3;19.1;17.7;17.5;91;90;90;89;5.7;2.9;
2023/01/02;0900 UTC;.4;901.6;901.6;900.9;1.5;19.1;17.2;19.2;19.1;17.5;17.2;90;89;89;126;6.8;2.4;
2023/01/02;1000 UTC;5.4;902.1;902.1;901.6;134.4;18.9;17.4;19.1;18.7;17.5;17.2;92;89;91;98;6.9;2.5;
2023/01/02;1100 UTC;1.4;902.3;902.4;902.1;366.1;19.6;18;19.6;18.9;18.1;17.5;91;91;91;78;5.6;2.8;
2023/01/02;1200 UTC;0;902.6;902.6;902.2;1821.2;21.9;18;22.1;19.6;18.4;17.7;91;77;79;92;5.2;3;
2023/01/02;1300 UTC;0;902.7;902.7;902.5;1890;22.6;17.7;22.8;21.8;18;17.3;79;73;74;59;6.8;3.3;
2023/01/02;1400 UTC;0;902.2;902.7;902.1;2256;24;18.2;24;22.4;18.2;17.2;74;69;70;36;7.6;4.2;
2023/01/02;1500 UTC;0;901.2;902.2;901.2;2265.1;24.3;17.3;24.8;23.3;18.5;17.1;70;63;65;15;8.1;4.2;
2023/01/02;1600 UTC;0;900;901.2;899.9;3476.6;25.7;18;25.9;24.3;18.4;17;66;60;63;25;7.2;3.8;
2023/01/02;1700 UTC;0;898.8;900;898.8;2413.7;26.1;17.6;26.3;24.9;18.3;16.8;66;56;59;349;8;3.6;
2023/01/02;1800 UTC;0;898.4;898.9;898.4;928.3;22.2;17.8;26.3;22.1;18.2;17;76;59;76;307;10.4;3;
2023/01/02;1900 UTC;0;897.6;898.4;897.6;1411.5;24.4;18.2;24.6;22.1;19.2;17.2;80;66;68;32;5.6;2.3;
2023/01/02;2000 UTC;0;897.4;897.6;897.1;1173.6;24.2;17.8;25.1;24.1;18.7;17.5;70;64;67;51;8;4;
2023/01/02;2100 UTC;1.2;898.2;898.2;897.3;331.4;21.4;18.1;24.4;21.4;18.4;17.8;82;67;82;73;8;3.5;
2023/01/02;2200 UTC;22.6;899.5;899.5;898.2;5.9;19;17.8;21.3;19;18.2;17.6;93;82;92;202;7.3;1.9;
2023/01/02;2300 UTC;10.4;899.9;900;899.5;;19.1;17.7;19.3;18.9;18.2;17.7;93;92;92;111;4.2;2.4;
2023/01/03;0000 UTC;1.2;900.4;900.4;899.9;;19.2;17.7;19.2;19.1;17.7;17.6;92;91;91;123;4;.1;
2023/01/03;0100 UTC;0;900.7;900.7;900.3;;19.2;17.6;19.3;18.9;17.8;17.3;92;91;91;162;2.6;.8;
2023/01/03;0200 UTC;.2;900.6;900.7;900.5;;19.5;17.5;19.6;19.2;17.6;17.3;91;87;89;19;2.3;.5;
2023/01/03;0300 UTC;0;900.1;900.6;900.1;;19.2;17.3;19.5;19.2;17.7;17.3;90;88;89;74;3.3;1;
2023/01/03;0400 UTC;0;899.2;900.1;899.2;;19;16.8;19.3;18.9;17.3;16.8;89;86;88;102;3.8;1.3;
2023/01/03;0500 UTC;0;898.8;899.2;898.8;;18.9;16.9;19.1;18.9;17.1;16.8;89;87;89;95;3.6;2.2;
2023/01/03;0600 UTC;0;898.5;898.8;898.4;;18.9;16.8;19;18.8;16.9;16.8;89;88;88;77;3.9;1.7;
2023/01/03;0700 UTC;0;898.6;898.6;898.4;;18.5;16.9;18.9;18.5;17;16.8;91;88;91;75;5.2;2.2;
2023/01/03;0800 UTC;0;899.3;899.3;898.6;;18.8;17.2;18.8;18.4;17.2;16.9;91;90;90;56;3.6;1;
2023/01/03;0900 UTC;.2;900;900;899.3;3.7;18.7;17.3;18.9;18.7;17.3;17.1;91;90;91;23;2.4;0;
2023/01/03;1000 UTC;0;900.7;900.7;900;30.5;18.7;17.4;18.8;18.6;17.4;17.3;92;91;92;339;4.9;1.6;
2023/01/03;1100 UTC;1.8;901.1;901.1;900.7;122.5;18.9;17.7;18.9;18.6;17.7;17.3;93;92;92;337;4.9;2.4;
2023/01/03;1200 UTC;0;901.3;901.4;901.1;1017.2;20.6;18.3;20.6;18.9;18.6;17.6;93;87;87;17;4.9;2.1;
2023/01/03;1300 UTC;0;901.7;901.7;901.3;1551.8;21.6;17.7;21.6;20.6;18.6;17.5;87;78;79;335;5.5;2.8;
2023/01/03;1400 UTC;0;901.4;901.8;901.4;1903.4;23.8;17.4;23.8;21.4;18.5;17.2;80;67;68;294;7;2.3;
2023/01/03;1500 UTC;0;900.9;901.4;900.9;2654.2;24.9;17;24.9;23.4;17.9;16.6;70;61;62;319;5.4;2.4;
2023/01/03;1600 UTC;.4;899.9;900.9;899.9;2153;22.9;18.6;24.9;21.8;18.8;16.4;80;60;77;321;7.9;2.3;
2023/01/03;1700 UTC;2.4;899;899.9;899;1941.4;21.9;18.7;25.1;20.9;19.7;17.7;85;64;82;332;6.9;2.2;
2023/01/03;1800 UTC;0;898.2;899;898.1;1610.9;24;18.8;24.8;21.9;19.3;17.6;83;66;73;332;8;3.3;
2023/01/03;1900 UTC;.2;897.8;898.3;897.8;1173.5;21.1;17.8;24;20.9;19;17.7;86;72;81;347;9.6;3.1;
2023/01/03;2000 UTC;10;898.1;898.2;897.7;132.3;19.1;17.9;21.2;19.1;18;17.5;93;80;93;189;9.2;1.8;
2023/01/03;2100 UTC;0;898.1;898.2;898.1;189.6;20.3;18;20.3;19.1;18.4;17.9;93;87;87;169;3.3;.7;
2023/01/03;2200 UTC;0;898.4;898.4;898.1;131.6;20.3;18.2;20.5;20.3;18.2;17.6;88;83;88;360;1.9;0;
2023/01/03;2300 UTC;0;899.2;899.2;898.4;;20.1;18.3;20.3;20.1;18.4;18.2;90;88;90;91;1.7;.4;
2023/01/04;0000 UTC;0;900.1;900.1;899.2;;20.1;18.2;20.2;20.1;18.5;18.2;90;89;89;137;1.3;0;
2023/01/04;0100 UTC;0;900.7;900.7;900.1;;20;18;20.1;19.9;18.2;17.9;89;88;88;91;2.1;1;
2023/01/04;0200 UTC;0;900.7;901;900.7;;19.8;18;20.3;19.8;18.1;17.9;89;87;89;46;4;1;
2023/01/04;0300 UTC;0;900.1;900.7;900.1;;19.7;18.1;19.9;19.7;18.1;18;90;89;90;333;2.3;0;
2023/01/04;0400 UTC;0;899.4;900.1;899.4;;19.6;18.2;19.8;19.6;18.2;18.1;92;90;92;203;1.3;0;
2023/01/04;0500 UTC;0;898.9;899.4;898.9;;19.6;18.2;19.7;19.6;18.3;18.2;92;92;92;76;1.4;.4;
2023/01/04;0600 UTC;0;898.5;898.9;898.5;;19.6;18.3;19.6;19.5;18.3;18.1;92;92;92;22;1;0;
2023/01/04;0700 UTC;0;898.7;898.7;898.4;;19.5;18.2;19.6;19.4;18.3;18.2;93;92;93;352;1.5;.5;
2023/01/04;0800 UTC;0;898.9;898.9;898.7;;19.4;18.1;19.5;19.4;18.3;18.1;93;92;92;21;3.3;1.5;
2023/01/04;0900 UTC;0;899.6;899.6;898.9;10.8;19.4;18;19.4;19.3;18.1;17.9;92;91;91;354;4.6;1.2;
2023/01/04;1000 UTC;0;900.1;900.1;899.6;143.6;19.4;18;19.4;19.3;18;17.9;92;91;91;11;3.5;2.1;
2023/01/04;1100 UTC;0;900.9;900.9;900.1;309.6;19.7;17.8;19.7;19.3;18.1;17.7;91;88;89;334;5.5;2.3;
2023/01/04;1200 UTC;.2;901.4;901.4;900.9;277.3;19.4;18.1;19.7;19.2;18.1;17.5;92;89;92;332;6.2;2.7;
2023/01/04;1300 UTC;1.4;901.4;901.6;901.3;504;19.7;18.2;19.9;19.3;18.6;18;93;91;91;333;7.7;3;
2023/01/04;1400 UTC;1.4;901.3;901.6;901.3;915.6;20.2;18;20.2;18.4;18.3;16.7;92;87;87;238;7.7;.8;
2023/01/04;1500 UTC;.6;900.8;901.3;900.8;1492.2;20.3;17.7;21.5;19.9;18.1;17;87;77;85;310;3.4;.6;
2023/01/04;1600 UTC;.8;899.8;900.8;899.8;1379.5;21.8;19.3;21.9;20;19.9;17.6;89;85;86;296;3.6;1.8;
2023/01/04;1700 UTC;0;898.8;899.8;898.8;1996.7;23.5;18.6;24;21.8;20.6;17.8;87;71;74;306;8.2;4.4;
2023/01/04;1800 UTC;.6;898;898.8;898;2041.3;24;17.7;24.8;22.6;20.1;17.5;80;67;68;296;8.2;4.1;
2023/01/04;1900 UTC;0;897.4;898;897.4;1357.1;24.8;18;24.8;23.7;18;17;70;63;66;304;8.1;3.3;
2023/01/04;2000 UTC;0;897.2;897.4;897.1;1304.8;24.2;17.3;24.9;24.2;18.1;17.2;66;64;65;294;6.8;3.2;
2023/01/04;2100 UTC;0;897.4;897.5;897.1;439.6;23.4;17.7;24.2;23.4;17.9;17.3;71;66;71;300;5.6;1.8;
2023/01/04;2200 UTC;0;898.4;898.4;897.4;84.5;22.2;17.7;23.4;22.2;18.1;17.4;77;70;76;301;8.7;2.8;
2023/01/04;2300 UTC;0;898.5;898.5;898.2;;20.2;17.6;22.2;20;17.6;16.9;86;75;85;232;8.7;1.5;
2023/01/05;0000 UTC;0;899.2;899.2;898.5;;20.7;17.7;20.8;20.2;17.9;17.4;85;81;83;349;2;0;
2023/01/05;0100 UTC;.2;900.2;900.2;899.2;;19.5;17.4;20.7;19.5;18.3;17.4;88;83;88;326;6.5;3.1;
2023/01/05;0200 UTC;0;900;900.3;900;;19.1;17.4;19.5;19.1;17.6;17.3;90;88;90;23;6.5;1.1;
2023/01/05;0300 UTC;0;899.7;900.1;899.7;;18.6;17.2;19.1;18.6;17.4;17.2;92;90;92;15;4.8;2;
2023/01/05;0400 UTC;0;899.2;899.7;899.2;;18.6;17.3;18.6;18.5;17.3;17.2;92;92;92;352;3.4;.8;
2023/01/05;0500 UTC;0;898.3;899.2;898.3;;18.5;17.3;18.6;18.4;17.4;17.2;93;92;93;345;1.6;0;
2023/01/05;0600 UTC;1.8;898.3;898.3;898.2;;18.7;17.4;18.7;18.5;17.4;17.3;93;92;93;316;3.9;1.8;
2023/01/05;0700 UTC;7;898.5;898.6;898.1;;18.1;17;18.7;18.1;17.5;17;93;93;93;271;6;3.7;
2023/01/05;0800 UTC;1.2;898.8;898.8;898.5;;18.2;17.1;18.2;18;17.1;16.9;94;93;94;290;6.6;.6;
2023/01/05;0900 UTC;.6;899;899;898.8;2.4;18;17;18.2;18;17.1;17;94;94;94;297;2;.7;
2023/01/05;1000 UTC;.6;899.7;899.7;899;101;18.5;17.4;18.5;18;17.4;17;94;94;94;305;3.3;1.5;
2023/01/05;1100 UTC;1.2;900.2;900.2;899.7;289;18.7;17.6;18.8;18.4;17.7;17.4;94;93;93;310;3.6;1.7;
2023/01/05;1200 UTC;1.6;900.6;900.6;900.2;319.8;19;17.9;19.1;18.7;17.9;17.6;93;93;93;325;3.9;.9;
2023/01/05;1300 UTC;.4;900.9;900.9;900.6;752.3;20.4;19.1;20.4;19.1;19.1;17.9;93;92;92;317;5.1;1.7;
2023/01/05;1400 UTC;.4;900.7;900.9;900.7;1006.6;21;19.4;21;20.4;19.4;18.6;92;88;91;309;5.5;2;
2023/01/05;1500 UTC;0;900.1;900.7;900.1;1754.1;23.1;18.9;23.4;21;20;18.8;91;76;77;309;6.4;3.4;
2023/01/05;1600 UTC;3.2;899.3;900.1;899.3;1341;21.3;19.2;23.6;20.6;19.4;18.4;90;75;88;292;6.4;2.3;
2023/01/05;1700 UTC;0;898.6;899.4;898.5;3061.8;25;19.4;25.2;21.3;20.6;19;88;70;71;298;5.8;2.2;
2023/01/05;1800 UTC;2.8;897.7;898.8;897.7;2597.9;25.7;19.5;25.7;21.2;20.9;18.6;91;67;69;314;8;3.2;
2023/01/05;1900 UTC;0;897.4;897.7;897.4;1307;22.3;19.6;26.2;22.1;20.1;18.5;85;65;85;339;7;3.5;
2023/01/05;2000 UTC;0;897;897.4;896.8;1302.1;23.8;17.9;24.2;22.3;19.7;17.9;85;69;70;326;6.4;2.4;
2023/01/05;2100 UTC;2.8;897.9;898;897;210.5;19.7;18.1;23.8;19.6;18.7;17.6;91;70;91;230;8.4;1.4;
2023/01/05;2200 UTC;.2;898.5;898.5;897.8;88.3;20.1;18.2;20.3;19.7;18.5;17.8;91;86;89;174;3.5;1.6;
2023/01/05;2300 UTC;6.4;899.4;899.4;898.5;;18.9;17.7;20.1;18.9;18.4;17.6;92;89;92;293;5.4;.6;
2023/01/06;0000 UTC;4.6;899.6;899.6;899.3;;19.1;17.9;19.2;18.9;18.1;17.7;93;92;93;146;2.2;0;
2023/01/06;0100 UTC;7.2;900.2;900.2;899.6;;19.1;18.1;19.2;18.9;18.1;17.8;93;93;93;209;3;0;
2023/01/06;0200 UTC;1.8;900.4;900.5;900.2;;19.2;18.1;19.2;19.1;18.2;18;94;93;94;220;1.2;0;
2023/01/06;0300 UTC;.8;900.1;900.4;900.1;;19.4;18.3;19.4;19.2;18.4;18.1;94;94;94;63;.7;0;
2023/01/06;0400 UTC;.2;899.6;900.1;899.6;;19.4;18.3;19.5;19.3;18.4;18.3;94;94;94;94;0;0;
2023/01/06;0500 UTC;0;899.1;899.6;899.1;;19.4;18.4;19.5;19.4;18.4;18.3;94;93;94;63;0;0;
2023/01/06;0600 UTC;0;898.9;899.1;898.9;;19.4;18.3;19.5;19.4;18.4;18.3;94;93;94;7;1.6;1;
2023/01/06;0700 UTC;0;898.9;898.9;898.8;.1;19.2;18.2;19.4;19.2;18.4;18.2;94;93;94;15;2.4;1.4;
2023/01/06;0800 UTC;.4;899.1;899.1;898.8;;19.1;18.1;19.3;19.1;18.2;18.1;94;94;94;23;2.8;1.4;
2023/01/06;0900 UTC;0;899.7;899.7;899.1;4.3;19.1;18.1;19.1;18.9;18.1;17.9;94;94;94;34;3.9;2.5;
2023/01/06;1000 UTC;0;900.2;900.2;899.7;92.6;19.3;18.2;19.4;19.1;18.4;18.1;94;93;93;33;4.2;2.4;
2023/01/06;1100 UTC;2.2;900.7;900.8;900.2;260;19.4;18.3;19.4;19.1;18.3;18;93;93;93;31;5.9;2.3;
2023/01/06;1200 UTC;1;901.3;901.3;900.7;516.1;19.5;18.3;19.8;19.4;18.5;18.1;93;92;93;7;6.9;3.9;
2023/01/06;1300 UTC;.4;901.6;901.6;901.3;797.2;20.4;18.5;20.5;19.5;18.9;18.3;93;89;89;4;6.9;3.4;
2023/01/06;1400 UTC;0;901.3;901.6;901.3;1151.9;21.5;18.8;21.6;20.3;19;18.4;89;83;85;8;5.8;2.2;
2023/01/06;1500 UTC;.4;900.7;901.3;900.7;2199.5;23.1;20;23.2;21.5;20.3;18.7;87;78;83;338;6.8;3.2;
2023/01/06;1600 UTC;0;900;900.7;899.9;3177.9;24.4;19.2;24.9;23.1;20.3;18.8;82;70;73;334;9.3;4;
2023/01/06;1700 UTC;3.2;900.1;900.2;899.8;879.5;19.8;18.2;24.5;19.8;19.5;17.8;91;71;91;332;16.1;4.7;
2023/01/06;1800 UTC;1;899.9;900.2;899.9;782.9;20.4;18.7;20.4;19.7;18.8;18.2;92;90;90;332;9.2;3.5;
2023/01/06;1900 UTC;0;899.3;899.9;899.3;1038.9;21.4;19.2;21.4;20.4;19.3;18.7;91;87;88;341;7.8;2.3;
2023/01/06;2000 UTC;0;899.5;899.5;899.2;454.9;21.4;19.4;21.4;21.1;19.4;18.9;89;87;89;346;4;1;
2023/01/06;2100 UTC;3.2;900;900;899.4;61.1;19.6;18.4;21.4;19.4;19.4;17.8;93;87;93;266;10.9;1.7;
2023/01/06;2200 UTC;2;900.6;900.6;900;14.2;19.2;17.7;19.7;19.2;18.6;17.7;93;91;91;260;8;3.5;
2023/01/06;2300 UTC;1.2;901.4;901.4;900.6;;18.8;17.5;19.2;18.8;17.8;17.5;92;91;92;261;6.5;1.3;
2023/01/07;0000 UTC;2.6;902.2;902.2;901.4;;18.7;17.6;18.8;18.6;17.6;17.4;93;92;93;230;2.3;1.1;
2023/01/07;0100 UTC;1;902.5;902.5;902.2;;18.7;17.6;18.8;18.7;17.7;17.5;93;93;93;188;1.9;.6;
2023/01/07;0200 UTC;0;902.4;902.6;902.4;;18.7;17.5;18.8;18.6;17.6;17.5;93;93;93;194;2.4;.8;
2023/01/07;0300 UTC;.2;902.2;902.4;902.2;;18.6;17.4;18.7;18.6;17.5;17.3;93;92;93;215;2;0;
2023/01/07;0400 UTC;1;901.8;902.2;901.8;;18.6;17.5;18.7;18.6;17.5;17.4;93;93;93;301;1;0;
2023/01/07;0500 UTC;.6;901.4;901.8;901.4;;18.7;17.6;18.7;18.6;17.6;17.5;94;93;94;311;0;0;
2023/01/07;0600 UTC;3.6;901.1;901.4;901.1;;18.4;17.3;18.7;18.3;17.6;17.3;94;94;94;296;5.3;2.4;
2023/01/07;0700 UTC;1.8;901.2;901.2;901.1;;18.2;17.2;18.5;18.2;17.5;17.2;94;94;94;7;4.3;.9;
2023/01/07;0800 UTC;1.4;901.4;901.4;901.2;;18.2;17.2;18.3;18.1;17.3;17.1;94;94;94;20;1.8;.5;
2023/01/07;0900 UTC;.8;901.9;901.9;901.3;2.2;18.3;17.3;18.3;18.2;17.3;17.2;94;94;94;33;1.6;0;
2023/01/07;1000 UTC;0;902.2;902.2;901.9;112.6;18.4;17.5;18.5;18.3;17.6;17.3;94;94;94;38;2.6;1.6;
2023/01/07;1100 UTC;0;902.8;902.8;902.2;336.3;19.2;18.2;19.3;18.4;18.3;17.5;94;94;94;31;3.4;1.8;
2023/01/07;1200 UTC;0;903.3;903.3;902.7;1158.6;20.7;17.7;20.8;19.1;19;17.6;94;83;83;24;4.3;2.4;
2023/01/07;1300 UTC;0;903.5;903.5;903.3;1944;22.4;17.7;22.4;20.7;18.2;17.2;84;74;75;4;4.3;1.9;
2023/01/07;1400 UTC;0;903.3;903.5;903.3;1952.5;22.6;17.7;23.3;22.2;18.4;17.4;77;71;74;329;6.2;3.2;
2023/01/07;1500 UTC;0;902.6;903.3;902.6;2442;23.8;17.9;24.3;22.6;18.6;17.6;76;68;70;335;7.6;3.6;
2023/01/07;1600 UTC;0;902.1;902.6;902.1;2164.5;24.3;17.8;24.6;23.4;19.2;17.6;76;66;67;313;7.8;3.5;
2023/01/07;1700 UTC;.4;901.2;902.1;901.2;1832.3;23.6;19.3;25;21.7;19.5;17.7;84;66;77;331;9;2.4;
2023/01/07;1800 UTC;0;900.8;901.2;900.8;2172.1;24;17.9;25.1;23.6;20.1;17.6;77;66;69;302;9.1;4.6;
2023/01/07;1900 UTC;0;900.5;900.9;900.5;1343.4;24;18.3;24.4;22.5;19;17.6;77;68;71;282;9.3;4.2;
2023/01/07;2000 UTC;0;900.7;900.7;900.5;1457.4;23.6;17.5;24.8;23.6;18.5;17;72;64;69;265;6.8;3.3;
2023/01/07;2100 UTC;0;900.7;900.7;900.5;411.7;22.3;17.5;23.6;22.3;17.8;17.2;75;68;74;201;5.1;1.7;
2023/01/07;2200 UTC;0;901.1;901.1;900.7;70.6;22;16.9;22.3;22;17.5;16.9;75;73;73;174;2.8;.5;
2023/01/07;2300 UTC;0;901.8;901.8;901.1;;20.8;18.3;22.1;20.8;18.3;16.6;86;71;86;124;4.3;2.3;
2023/01/08;0000 UTC;0;902.3;902.3;901.8;;20.7;18.4;20.8;20.6;18.5;18.4;87;86;87;145;4.3;1.1;
2023/01/08;0100 UTC;1.4;902.7;902.7;902.3;;20.3;18.7;20.7;20.2;18.7;18.4;90;87;90;95;2.3;1;
2023/01/08;0200 UTC;4;903;903;902.7;;19.8;18.5;20.3;19.7;18.7;18.3;92;90;92;97;4.1;1.3;
2023/01/08;0300 UTC;1.6;902.4;903;902.4;;19.6;18.4;19.8;19.6;18.5;18.3;92;92;92;85;3.2;1.2;
2023/01/08;0400 UTC;0;901.7;902.5;901.7;;19.4;18.1;19.6;19.4;18.3;18.1;92;92;92;94;4.1;2.4;
2023/01/08;0500 UTC;0;901.2;901.7;901.2;;19.2;17.9;19.4;19.2;18.1;17.9;92;92;92;82;4.6;1.8;
2023/01/08;0600 UTC;0;901.3;901.3;901.2;;19.2;17.9;19.2;19.1;17.9;17.8;93;92;92;43;3.9;1.2;
2023/01/08;0700 UTC;1.8;900.9;901.2;900.9;;18.8;17.7;19.2;18.8;17.9;17.6;93;92;93;72;4.1;1.6;
2023/01/08;0800 UTC;1.4;901.1;901.1;900.8;;18.9;17.8;18.9;18.8;17.8;17.7;93;93;93;51;3;1.3;
2023/01/08;0900 UTC;3.2;901.6;901.6;901.1;2.3;18.9;17.9;19;18.9;17.9;17.8;94;93;94;67;2.9;1.4;
2023/01/08;1000 UTC;.8;902.2;902.2;901.6;116.2;19.3;18.2;19.3;18.9;18.2;17.9;94;93;94;78;4.6;2;
2023/01/08;1100 UTC;1.2;902.8;902.8;902.2;340.3;19.7;18.6;19.7;19.2;18.6;18.2;94;93;93;75;4.8;1.8;
2023/01/08;1200 UTC;.8;903.2;903.2;902.8;579.8;20.4;18.9;20.4;19.7;18.9;18.5;93;91;91;102;3.8;1.8;
2023/01/08;1300 UTC;5.4;903.4;903.5;903.2;492.6;20.1;18.8;20.5;20;19;18.5;92;90;92;87;4.5;2.6;
2023/01/08;1400 UTC;4.8;903.7;903.7;903.4;347.6;19.5;18.3;20.2;19.5;18.9;18.2;92;91;92;20;5.9;3.1;
2023/01/08;1500 UTC;6.2;903.5;903.8;903.5;293.2;19.6;18.5;19.6;19.1;18.5;17.9;94;92;93;318;6.4;1.9;
2023/01/08;1600 UTC;.8;902.9;903.5;902.9;862.4;19.9;18.4;20;19.6;18.8;18.3;94;91;91;272;4.8;2.2;
2023/01/08;1700 UTC;.8;902.3;902.9;902.3;734.2;20.4;18.7;20.4;19.9;18.7;18.2;92;90;90;256;4.9;2.5;
2023/01/08;1800 UTC;0;901.3;902.3;901.3;1316.8;21.8;18.3;21.8;20.4;19;18;90;80;80;335;4.1;1.2;
2023/01/08;1900 UTC;0;900.8;901.3;900.8;703.3;21.5;18.2;21.9;21.2;18.6;17.8;84;78;81;31;5;2;
2023/01/08;2000 UTC;2.6;900.6;900.8;900.6;304.7;20.4;18.2;21.6;20.3;18.7;17.9;88;81;87;85;4.1;1.3;
2023/01/08;2100 UTC;1;900.5;900.6;900.2;130.8;20.3;18.6;20.6;20.2;18.8;18.2;90;87;90;72;6.6;3.4;
2023/01/08;2200 UTC;1;901.3;901.3;900.3;24;19.3;17.8;20.3;19.3;18.6;17.8;91;90;91;314;7.3;2.2;
