Data;Hora UTC;PRECIPITAÇÃO TOTAL. HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO. HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREÇÃO HORARIA (gr) (° (gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);
2023/02/27;1900 UTC;0;903;903.5;903;2388.8;31.6;14.5;31.7;30.3;16.2;14.5;42;36;36;72;7.6;3.5;
2023/02/27;2000 UTC;0;902.8;903;902.7;1678.2;30.6;15.4;31.6;30.4;15.8;13.9;41;34;40;80;7;3.3;
2023/02/27;2100 UTC;0;902.7;902.8;902.6;420;29;15.8;30.6;29;15.8;14.8;45;39;45;77;6.3;3.2;
2023/02/27;2200 UTC;0;903.5;903.5;902.6;24.3;27.3;15.4;29;27.3;15.9;15;48;45;48;86;5.2;2;
2023/02/27;2300 UTC;0;904.4;904.4;903.5;;25.5;16.2;27.3;25.5;16.3;15.4;57;48;57;94;4.4;1.9;
2023/02/28;0000 UTC;0;904.6;904.7;904.4;;24.5;16.1;25.5;24.5;16.2;16;59;56;59;111;3.8;2.3;
2023/02/28;0100 UTC;0;904.8;904.8;904.5;;23.6;16.4;24.5;23.6;16.4;16;64;59;64;96;4.5;2.3;
2023/02/28;0200 UTC;0;904.9;904.9;904.6;;23.3;16.6;23.7;23.3;16.6;16.4;66;64;66;92;5.2;2.3;
2023/02/28;0300 UTC;0;905.2;905.2;904.9;;23;16.6;23.4;23;16.7;16.6;68;66;67;94;4.1;1.8;
2023/02/28;0400 UTC;0;904.8;905.2;904.8;;22.7;16.3;23;22.5;16.6;16.3;69;67;67;118;3.4;2;
2023/02/28;0500 UTC;0;904.4;904.8;904.4;;22.3;16.2;22.7;22.3;16.3;16.2;68;67;68;102;4.6;2.5;
2023/02/28;0600 UTC;0;904;904.4;904;;21.6;16.1;22.3;21.6;16.3;16.1;71;68;71;92;4.3;2.6;
2023/02/28;0700 UTC;0;904.2;904.2;903.8;;20.9;15.8;21.6;20.9;16.1;15.8;72;71;72;102;4;1.8;
2023/02/28;0800 UTC;0;904.1;904.2;904;;20.6;15.4;20.9;20.6;15.8;15.4;73;72;72;110;4.3;2.4;
2023/02/28;0900 UTC;0;904.1;904.2;904;;20.2;15.1;20.6;20.2;15.4;15.1;73;72;72;108;4.3;2.3;
2023/02/28;1000 UTC;0;904.9;904.9;904;121;20.6;15;20.6;20;15.1;15;73;70;70;123;4.4;1.9;
2023/02/28;1100 UTC;0;905.3;905.4;904.9;735.7;22.3;15.1;22.3;20.6;15.2;14.8;70;63;64;87;5.4;2.9;
2023/02/28;1200 UTC;0;905.9;906;905.3;1644.8;24.7;15.7;24.7;22.3;16;15.1;64;57;57;93;6.4;3.6;
2023/02/28;1300 UTC;0;905.9;905.9;905.7;2711.1;26.1;15.5;26.1;24.5;15.8;14.8;58;52;52;73;9.5;5.2;
2023/02/28;1400 UTC;0;905.9;905.9;905.8;3273.8;26.8;14.8;27.2;25.9;15.8;14.6;52;47;48;66;10.3;5.5;
2023/02/28;1500 UTC;0;905.3;905.9;905.3;3665.6;28.3;15.6;28.3;26.8;15.6;14.6;49;45;46;67;10.3;4;
2023/02/28;1600 UTC;0;904.6;905.3;904.6;3751.8;28.8;14.9;29.4;27.9;15.9;14.2;47;39;43;70;8.7;4.2;
2023/02/28;1700 UTC;0;904;904.6;903.9;3617.3;29.7;14.1;30.1;28.8;15.4;13.2;43;36;39;85;8.6;4.6;
2023/02/28;1800 UTC;0;903.5;904;903.5;3178.7;29.9;14.2;30.4;29.4;15.4;13.5;42;36;38;102;8.4;4;
2023/02/28;1900 UTC;0;903.1;903.5;903.1;2516.6;29.8;13.8;30.4;29.6;14.6;12.3;40;34;38;102;8.2;2.9;
2023/02/28;2000 UTC;0;902.7;903.1;902.7;1505.3;28.5;13.2;30.2;28.5;14.4;12.9;40;35;39;93;7.8;3.6;
2023/02/28;2100 UTC;0;902.2;902.7;902.2;819.8;28.2;13.6;29.1;28.2;13.7;12.7;41;37;41;104;6.5;2.9;
2023/02/28;2200 UTC;0;902.4;902.4;902.2;105.8;26.6;14.4;28.2;26.6;14.5;13.6;47;41;47;91;5.8;2.3;
2023/02/28;2300 UTC;0;902.8;902.8;902.4;;25;15;26.6;25;15.2;14.3;54;47;54;113;4.3;2.5;
2023/03/01;0000 UTC;0;903.7;903.7;902.8;;24.2;16;25;24.2;16;14.9;60;54;60;109;5.6;3.3;
2023/03/01;0100 UTC;0;904.1;904.1;903.7;;23.4;16;24.2;23.4;16.1;16;63;60;63;97;5.2;2.3;
2023/03/01;0200 UTC;0;904.3;904.3;904.1;;22.9;15.8;23.4;22.9;16;15.7;64;63;64;105;5.5;2.7;
2023/03/01;0300 UTC;0;904.5;904.5;904.3;;22.4;15.5;22.9;22.4;15.8;15.5;66;64;65;105;4.8;1.9;
2023/03/01;0400 UTC;0;904;904.5;904;;22.1;15.2;22.5;22.1;15.6;15.2;66;64;65;100;4.1;2.2;
2023/03/01;0500 UTC;0;903.6;904;903.6;;21.9;14.9;22.2;21.9;15.2;14.9;65;64;64;109;3.9;1.8;
2023/03/01;0600 UTC;0;903.2;903.6;903.2;;21.4;14.9;22;19.4;15.7;14.8;77;64;67;107;3.1;1.8;
2023/03/01;0700 UTC;0;902.8;903.2;902.7;;21.2;14.6;21.5;21.2;14.9;14.6;66;65;66;94;5.2;2.9;
2023/03/01;0800 UTC;0;903.5;903.5;902.8;;21.3;14.7;21.3;21.1;14.7;14.6;67;66;66;99;5.2;2.8;
2023/03/01;0900 UTC;0;904.2;904.2;903.5;;21;14.9;21.3;21;14.9;14.7;68;66;68;91;5.2;2.2;
2023/03/01;1000 UTC;0;904.5;904.5;904.1;160.6;21.6;15.1;21.8;20.9;15.1;14.9;69;66;66;98;4.7;2.7;
2023/03/01;1100 UTC;0;904.8;904.8;904.5;521.4;22.4;15.6;22.4;21.5;15.6;15.1;67;65;65;97;5.7;3.6;
2023/03/01;1200 UTC;0;904.9;904.9;904.8;1711.6;24.6;16.3;24.6;22.4;16.5;15.5;65;60;60;79;7.5;4.2;
2023/03/01;1300 UTC;0;905.6;905.6;904.9;2316.2;25.2;16.9;25.9;24.6;16.9;16.2;60;57;60;44;7.5;2.8;
2023/03/01;1400 UTC;0;905.1;905.7;905.1;2116;25.9;17;26.4;25.3;17.4;16.4;60;55;58;30;6.1;2.8;
2023/03/01;1500 UTC;0;904.2;905.1;904.2;3025.9;27.2;17.3;27.6;25.9;17.7;16.9;59;53;54;59;6.4;2.8;
2023/03/01;1600 UTC;0;903.3;904.2;903.3;2482.3;28.3;15.8;28.3;27;17.9;15.8;56;47;47;352;5.8;2.3;
2023/03/01;1700 UTC;0;902;903.3;902;1789.4;28.4;16.4;28.8;27.8;17.3;15.3;53;44;48;80;5.2;1.7;
2023/03/01;1800 UTC;0;901.2;902;901.2;2732.2;29.8;15.3;29.8;28.3;17.2;15.1;49;41;42;333;4.7;1;
2023/03/01;1900 UTC;0;900.8;901.2;900.6;2599.4;29.8;14.1;30.4;29;16.7;14.1;45;38;38;243;4.1;1.4;
2023/03/01;2000 UTC;0;900.2;900.8;900.2;1021.8;27.9;16.9;30.4;27.8;17.3;14.1;52;39;51;3;5.6;3.1;
2023/03/01;2100 UTC;0;900.8;900.8;900.2;253.7;25;17;27.9;24.2;17.5;16.2;66;51;61;179;9.7;1.5;
2023/03/01;2200 UTC;0;901.9;901.9;900.9;9.6;21.6;16.3;25.3;21.2;17.3;15.2;74;56;72;107;12.2;4.8;
2023/03/01;2300 UTC;.4;903;903;901.9;;19.9;14.9;22;19.9;16.9;14.9;77;70;73;117;9.4;3.3;
2023/03/02;0000 UTC;.6;903.9;903.9;902.9;;17.8;16;19.9;17.8;16.4;14.8;90;73;90;263;7.5;4.3;
2023/03/02;0100 UTC;4.4;904.9;905;903.9;;17.2;15.6;17.9;17.2;16.4;15.6;91;90;90;227;7;.8;
2023/03/02;0200 UTC;8.4;904.8;905.1;904.6;;17.6;16.6;17.6;17.1;16.6;15.6;94;90;94;187;5.6;2;
2023/03/02;0300 UTC;1.4;903.8;904.8;903.8;;18;16.5;18;17.5;16.8;15.9;94;90;91;187;4.2;2.9;
2023/03/02;0400 UTC;0;903.2;903.8;903.2;;18.2;16.8;18.7;17.8;17;16.2;92;89;92;17;4.1;0;
2023/03/02;0500 UTC;0;903.2;903.7;903.2;;17.5;16.2;18.6;17.5;17;16.2;92;89;92;283;3.9;2.1;
2023/03/02;0600 UTC;0;902.6;903.3;902.6;;17.1;16;17.5;17;16.2;15.9;93;92;93;223;3.9;.2;
2023/03/02;0700 UTC;0;902;902.6;902;;17.6;16.3;17.6;17.1;16.4;16;93;92;92;148;2.1;.7;
2023/03/02;0800 UTC;0;902;902;901.7;;17.9;16.4;18;17.5;16.5;16.2;92;90;91;30;2;.5;
2023/03/02;0900 UTC;0;902.2;902.3;902;;17.3;15.9;18.2;17.3;16.7;15.8;92;90;92;108;4.2;2.6;
2023/03/02;1000 UTC;0;902.5;902.5;902.2;105.2;18.4;15.9;18.5;17.1;16.2;15.8;92;85;86;111;7.3;4.3;
2023/03/02;1100 UTC;0;903.3;903.3;902.5;295.5;19.3;16.4;19.3;18.3;16.4;16;86;83;83;100;7.3;2.8;
2023/03/02;1200 UTC;0;903.7;903.7;903.3;788.3;20.8;16.9;20.8;19.3;17.1;16.4;84;78;78;86;5.2;1.7;
2023/03/02;1300 UTC;0;904;904;903.7;1406.9;22.9;17.1;22.9;20.8;17.6;16.7;78;69;70;72;3;1.4;
2023/03/02;1400 UTC;0;903.7;904;903.7;2981.8;25.3;18.5;25.3;22.8;18.5;16.8;71;62;66;24;4.7;1.9;
2023/03/02;1500 UTC;.2;903.1;903.7;903.1;3305.6;25.9;16.7;27.2;25;18.1;16.6;66;54;57;75;4.7;2.7;
2023/03/02;1600 UTC;0;902.3;903.1;902.2;1648.7;26.9;15.9;27.4;25.9;17.7;15.2;59;49;51;351;6.8;1.9;
2023/03/02;1700 UTC;0;901.6;902.3;901.6;3053.9;27.4;15.4;29.1;26.9;16.5;14.6;51;44;48;342;7.5;3.2;
2023/03/02;1800 UTC;0;900.3;901.6;900.3;2530.1;28.1;14.2;28.5;27.2;17.3;14.2;53;43;43;6;5.9;3;
2023/03/02;1900 UTC;0;899.6;900.3;899.6;2111.8;28.6;15.8;28.6;27.2;16.7;14;50;42;46;332;5.9;1.7;
2023/03/02;2000 UTC;0;899.5;899.6;899.4;1355.5;28;15.1;28.9;27.5;16.4;14.6;50;42;45;351;5.7;2;
2023/03/02;2100 UTC;0;899.8;899.8;899.4;528.5;25.6;15.7;28;25.5;17.6;15;57;45;54;29;9.1;4.4;
2023/03/02;2200 UTC;0;900.5;900.5;899.8;74.8;24.4;16.2;25.6;24.4;16.2;15.5;60;54;60;7;7;2.9;
2023/03/02;2300 UTC;0;901.5;901.5;900.5;;22.8;17.4;24.4;22.4;17.4;16.2;73;60;72;94;4.4;.5;
2023/03/03;0000 UTC;0;902.4;902.4;901.5;;22.8;17.1;23.5;22.7;17.4;16.7;72;67;70;83;7;3.4;
2023/03/03;0100 UTC;0;903.1;903.1;902.5;;21.9;17.4;22.8;21.9;17.7;17;76;70;76;118;6;3.2;
2023/03/03;0200 UTC;0;903.3;903.4;903.1;;21.5;17.2;21.9;21.5;17.4;17.1;77;76;77;106;5.9;.4;
2023/03/03;0300 UTC;0;902.7;903.3;902.6;;20.3;17.5;21.5;20.3;17.5;17.2;84;77;84;210;2.7;1.9;
2023/03/03;0400 UTC;0;902;902.7;902;;20.1;17.5;20.6;20.1;17.7;17.5;85;82;85;232;2.7;1.6;
2023/03/03;0500 UTC;0;901.6;902.1;901.6;;20.3;17.2;20.4;20;17.7;17.1;86;82;82;204;2.9;1.3;
2023/03/03;0600 UTC;0;900.9;901.6;900.9;;21;16.6;21;20;17.3;16.6;84;76;76;182;2.1;.8;
2023/03/03;0700 UTC;0;900.9;900.9;900.8;;21.4;16.7;21.4;20.8;16.7;16.4;77;73;75;74;2.2;0;
2023/03/03;0800 UTC;0;900.8;901;900.7;;20.8;16.9;21.4;20.8;16.9;16.6;79;74;79;86;2.2;1;
2023/03/03;0900 UTC;0;901.2;901.3;900.8;;19.6;16.7;20.8;19.6;17;16.7;84;79;84;109;7.3;3.5;
2023/03/03;1000 UTC;0;901.9;901.9;901.2;64.6;19.7;16.7;19.7;19.5;16.7;16.6;84;82;82;101;6.6;3.6;
2023/03/03;1100 UTC;0;902.8;902.8;901.9;349;21.1;17.5;21.1;19.7;17.5;16.7;83;80;80;101;8.2;4.4;
2023/03/03;1200 UTC;0;903.2;903.2;902.8;1861.2;24.2;18;24.2;21.1;18.1;17.4;80;68;68;105;8;3.2;
2023/03/03;1300 UTC;0;903.6;903.6;903.1;1526;24.5;17.2;25.1;23.8;18.2;17;69;63;64;35;6.5;2.2;
2023/03/03;1400 UTC;0;903.4;903.7;903.4;1369.4;24.8;17.6;25;24.3;18.3;17.2;68;63;65;360;5.6;3.1;
2023/03/03;1500 UTC;0;902.6;903.4;902.6;2988.8;28;18.1;28.2;24.8;18.7;17.7;65;54;55;58;7;3.2;
2023/03/03;1600 UTC;0;902;902.5;902;1556.8;26.2;17.7;28.3;26.2;18.6;17.1;60;53;60;6;7.9;3.6;
2023/03/03;1700 UTC;0;900.8;902;900.8;2186.7;27.6;18.5;28.9;26.1;18.6;16.8;61;51;58;287;7.4;2.1;
2023/03/03;1800 UTC;0;900.2;900.8;900.2;2795.4;28.4;17.7;29.1;27.6;19.5;17;59;48;52;278;5.3;2;
2023/03/03;1900 UTC;0;899.8;900.2;899.7;931.9;27.1;18.8;28.4;27.1;18.8;17.4;60;52;60;274;5.3;2.4;
2023/03/03;2000 UTC;0;899.6;900;899.6;725.8;25.6;18.1;27.2;25.6;19.3;18;66;58;63;289;6.1;1.2;
2023/03/03;2100 UTC;0;900.6;900.8;899.6;523.8;21.9;17.8;26;21.9;19.3;17.4;78;62;78;97;11.1;4.6;
2023/03/03;2200 UTC;0;900.7;900.7;900.5;30.1;22.5;17.9;22.5;21.4;18.4;17.9;82;75;75;136;7.7;1.8;
2023/03/03;2300 UTC;0;901.8;901.8;900.7;;21.6;18;23.3;21.6;18.1;17.1;80;68;80;14;9.2;3.7;
2023/03/04;0000 UTC;0;902.4;902.4;901.8;;21.8;18;22;21.3;18.3;17.9;82;78;79;105;9.2;.2;
2023/03/04;0100 UTC;0;902.7;902.7;902.4;;21.6;17.9;21.9;21.1;18.3;17.8;84;78;79;188;2.8;1.6;
2023/03/04;0200 UTC;4.2;903.6;904.1;902.7;;18.1;16.2;22;18.1;18.4;16.2;92;79;89;305;17.4;9;
2023/03/04;0300 UTC;2.6;903.4;904;903.1;1.9;18.9;17.5;19.1;17.3;17.5;15.7;92;88;92;204;17.4;2.5;
2023/03/04;0400 UTC;0;902.4;903.4;902.4;;19.9;16.3;19.9;18.7;17.5;16.3;92;80;80;189;5.2;1.8;
2023/03/04;0500 UTC;0;902.3;902.4;902;.4;19.9;17.3;20.3;19.4;17.3;16;85;77;85;36;3;0;
2023/03/04;0600 UTC;0;902.7;902.7;902.1;.2;18.9;17.3;20.2;18.9;17.5;17.2;90;84;90;330;7.6;2.9;
2023/03/04;0700 UTC;3.6;901.9;902.7;901.9;;18.8;17.6;19;18.6;17.6;17.2;93;90;93;179;6.7;3.1;
2023/03/04;0800 UTC;0;901.5;902;901.5;;19.5;17.8;19.5;18.8;18;17.6;93;90;90;82;5.8;0;
2023/03/04;0900 UTC;0;901.8;901.8;901.5;;19.1;17.2;19.5;19.1;17.8;17.2;90;88;88;101;3.5;2.2;
2023/03/04;1000 UTC;0;902.6;902.6;901.8;166;20.2;17.6;20.2;18.3;18.1;16.6;92;85;85;94;3.5;2.2;
2023/03/04;1100 UTC;0;903.4;903.4;902.6;751.6;22.5;17.8;22.5;20.2;17.9;17.2;85;75;75;103;4.8;1.4;
2023/03/04;1200 UTC;0;903.8;903.8;903.4;2022.6;24.4;17.1;24.6;22.4;17.9;16.5;75;61;64;56;5.5;2.4;
2023/03/04;1300 UTC;0;904.2;904.3;903.8;3026.9;25.8;16.6;25.9;24.4;17.5;16.2;64;56;57;6;7.1;3.6;
2023/03/04;1400 UTC;0;904.1;904.2;904;3382.8;26.7;16.9;27;25.8;17.4;16.2;58;53;55;1;6;2.1;
2023/03/04;1500 UTC;0;903.4;904.1;903.4;3568.7;27.4;16.1;28;26.6;18.2;16.1;58;50;50;10;7;2.4;
2023/03/04;1600 UTC;0;902.7;903.4;902.7;3225.5;27.5;16;28.5;27.3;18.4;15.5;56;47;50;300;8.9;1.2;
2023/03/04;1700 UTC;0;901.9;902.7;901.9;1380.5;28.1;15.9;28.7;27.4;17.1;14.9;51;44;48;302;5.1;1;
2023/03/04;1800 UTC;0;900.8;901.9;900.8;1373.9;28.7;14.7;29.8;27.6;16.6;14.5;51;40;43;120;3.7;2;
2023/03/04;1900 UTC;0;900;900.8;899.9;1689.9;29.5;12.8;30.1;28.5;16;12.5;46;35;36;36;3.8;1.4;
2023/03/04;2000 UTC;0;899.6;900;899.5;1550.4;29.6;13.5;30.3;28.8;14.6;12.3;40;34;37;68;3.4;1;
2023/03/04;2100 UTC;0;900.1;900.1;899.6;460.9;27.2;15.7;29.7;27.2;16;13.5;50;37;49;279;2.5;1.3;
2023/03/04;2200 UTC;0;900.5;900.5;900.1;50.4;25.9;16.3;27.2;25.7;17.2;15.7;59;49;56;227;2;1.2;
2023/03/04;2300 UTC;0;901;901.1;900.5;;25.2;17;25.9;25.2;17;16.3;61;55;60;238;1.7;1.4;
2023/03/05;0000 UTC;0;902.2;902.2;901;;24.3;18;25.3;24.3;18;16.7;68;59;68;181;4.8;2.2;
2023/03/05;0100 UTC;0;902.6;902.6;902.2;;23.3;19;24.3;23.3;19;18.1;77;68;77;183;5;1.8;
2023/03/05;0200 UTC;0;902.8;902.8;902.6;;23.1;18.8;23.3;23;19.1;18.8;78;76;77;184;4.8;2;
2023/03/05;0300 UTC;0;902.6;902.9;902.6;;22.3;18.7;23.4;22.3;18.8;18.7;81;75;81;195;4.5;2.3;
2023/03/05;0400 UTC;0;902;902.7;901.9;;22.6;18.1;22.7;21.8;18.7;18.1;83;76;76;97;4.4;1.7;
2023/03/05;0500 UTC;0;901.6;902.1;901.6;;22.8;17.3;22.9;22.6;18.1;17.3;76;71;71;107;3.6;2.2;
2023/03/05;0600 UTC;0;900.9;901.6;900.9;;22;17.5;22.9;22;17.5;17.1;76;70;76;100;3.5;.3;
2023/03/05;0700 UTC;0;900.4;900.9;900.4;;21.7;17.3;22;21.1;17.5;17.3;79;76;76;89;2.4;1.3;
2023/03/05;0800 UTC;0;900.9;901;900.3;;21.6;17.2;21.7;21.5;17.3;17.2;76;76;76;113;3.5;.7;
2023/03/05;0900 UTC;0;901.3;901.3;900.9;;21.2;17.6;21.6;21.2;17.6;17.2;80;76;80;103;4;2;
2023/03/05;1000 UTC;0;901.7;901.7;901.3;128;21.4;17.8;21.4;21;17.8;17.6;81;80;80;93;4.2;2.4;
2023/03/05;1100 UTC;0;902.1;902.1;901.7;524.6;22.5;17.8;22.5;21.4;18.1;17.6;80;75;75;101;5.2;2.4;
2023/03/05;1200 UTC;0;902.2;902.2;902.1;1624.1;25.4;16.7;25.7;22.5;17.9;16.2;75;56;59;46;4.8;2.3;
2023/03/05;1300 UTC;0;902.2;902.5;902.2;2128.9;25.3;16.6;26.1;24.8;17.2;15.7;62;54;58;348;5.6;1.8;
2023/03/05;1400 UTC;0;901.9;902.3;901.9;2394.3;26.7;17;27.5;25.3;17.8;16.3;60;52;55;328;5.8;2.5;
2023/03/05;1500 UTC;0;901.3;901.9;901.3;2364.7;27.1;17.5;27.8;26.6;17.8;16.2;57;51;56;311;8;2.8;
2023/03/05;1600 UTC;0;900.6;901.3;900.6;1484;27.8;18.2;27.8;26.8;18.2;16.3;57;52;56;299;6;2.1;
2023/03/05;1700 UTC;0;900.1;900.6;899.9;1608.1;25.3;17.7;28.7;25.3;18.7;16.6;63;49;63;233;7.6;4.3;
2023/03/05;1800 UTC;0;899.5;900.3;899.5;315.3;23.1;17.8;25.3;22.9;18.2;17.7;75;63;72;176;7.8;2;
2023/03/05;1900 UTC;0;899.3;899.8;899.3;424.8;22.4;18.3;23.4;22.4;18.7;17.6;78;70;78;221;5.8;2.5;
2023/03/05;2000 UTC;0;897.8;899.3;897.8;278.5;22.2;17.9;22.5;21.7;18.6;17.9;82;77;77;195;4.2;1.1;
2023/03/05;2100 UTC;0;898.5;898.5;897.8;436.3;22.4;17.8;22.8;21.6;18.5;17.1;81;72;75;133;4.9;0;
2023/03/05;2200 UTC;0;898.4;898.7;898.3;43.1;22.2;17.2;22.5;21.4;18.1;17.2;81;72;74;126;3;0;
2023/03/05;2300 UTC;0;898.8;898.8;898.4;;21.7;16.4;22.2;21.1;17.7;16.4;81;72;72;171;2.8;1.3;
2023/03/06;0000 UTC;0;899.6;899.6;898.7;;21.7;16.5;22;21.7;16.5;16;72;69;72;108;2.8;.8;
2023/03/06;0100 UTC;0;900.3;900.3;899.6;;22;16.1;22;21.4;16.5;15.8;73;68;69;127;2.6;1.2;
2023/03/06;0200 UTC;0;900.4;900.4;900.3;;21.7;16.3;22;21;16.4;15.5;72;69;71;82;2.1;.5;
2023/03/06;0300 UTC;0;900;900.4;899.9;;21.3;15.5;21.8;21.3;16.2;15.4;71;69;70;115;2.8;.3;
2023/03/06;0400 UTC;0;899.8;900.1;899.8;;19.9;16.1;21.3;19.9;16.2;15.4;79;70;79;268;1.9;0;
2023/03/06;0500 UTC;0;899.4;899.8;899.4;;19.1;17;20.1;19;17;16.1;88;79;88;218;4.2;2.3;
2023/03/06;0600 UTC;3.8;899;899.7;899;;19;17.4;19.8;18.5;17.4;16.3;90;81;90;189;6;2.4;
2023/03/06;0700 UTC;0;898.5;899.1;898.5;;19.2;17.5;19.4;19;17.5;17.3;90;89;90;200;5;2.6;
2023/03/06;0800 UTC;0;898.7;898.7;898.5;;19.7;17.6;19.9;19.2;17.7;17.6;90;87;88;156;3.7;0;
2023/03/06;0900 UTC;0;898.9;898.9;898.7;;19.9;17.6;20;19.6;17.8;17.5;88;86;87;86;2.4;.3;
2023/03/06;1000 UTC;0;899.5;899.5;898.9;92.2;20.2;17.1;20.2;19.8;17.6;17.1;87;83;83;68;3.7;1.6;
2023/03/06;1100 UTC;0;900.2;900.2;899.5;610.8;21.4;17.5;21.4;20.2;17.6;17.1;83;78;78;105;3.7;1.7;
2023/03/06;1200 UTC;0;900.8;900.8;900.2;919.9;23.1;18.2;23.2;21.4;18.6;17.4;79;73;74;104;4.9;2.8;
2023/03/06;1300 UTC;0;901;901;900.8;1603.9;25.2;18.2;25.2;23.1;18.7;17.7;74;65;65;78;5.2;2.2;
2023/03/06;1400 UTC;0;900.9;901.1;900.9;3096.7;27.2;16.4;28.1;25.2;18.5;16.4;66;51;52;12;6.7;2.7;
2023/03/06;1500 UTC;0;900.5;900.9;900.5;2131.5;27.5;17;28.1;26.5;18.3;16.1;57;49;53;359;7.1;3;
2023/03/06;1600 UTC;0;899.2;900.5;899.2;2019.9;26.9;16.4;27.9;26.9;17.7;16;54;50;53;17;7.9;4.3;
2023/03/06;1700 UTC;0;898.6;899.2;898.4;1677.6;27.4;15.5;27.9;26.1;17.6;15.5;59;48;48;343;9.2;2.7;
2023/03/06;1800 UTC;0;898.2;898.6;897.9;372.2;25.5;16.5;27.4;25.5;16.5;14.7;58;46;58;247;6.6;1.8;
2023/03/06;1900 UTC;0;898.8;899.1;898;169.3;20.6;17.6;25.5;20.6;17.6;16.4;83;57;83;240;9.3;5.4;
2023/03/06;2000 UTC;.6;900;900;897.9;145.6;20;17.5;20.6;19.8;18;17.4;87;83;86;330;9.3;2.5;
2023/03/06;2100 UTC;1.4;899.4;900.4;899.3;244.5;20;18.3;20.1;19.5;18.5;17.6;91;86;90;152;4.8;2.1;
2023/03/06;2200 UTC;.2;899;899.4;898.8;26.4;19.2;17.1;20.3;19.2;18.4;17.1;90;84;87;113;8.7;4.8;
2023/03/06;2300 UTC;0;900.3;900.3;899;;19;16.5;19.2;19;17;16.5;87;85;85;99;9.3;5.1;
2023/03/07;0000 UTC;0;900.9;901;900.3;;18.7;16.1;19;18.7;16.5;16;87;83;85;108;9.4;4.2;
2023/03/07;0100 UTC;0;900.6;900.9;900.3;;18.7;15.7;18.8;18.6;16.2;15.7;86;82;83;104;8.6;4.3;
2023/03/07;0200 UTC;0;901.3;901.3;900.6;;19;15.2;19;18.7;15.7;15.1;83;78;79;30;7.2;.2;
2023/03/07;0300 UTC;0;901.2;902.4;901.1;;18.7;16;19;18;16.3;15.2;90;79;85;36;9.8;.6;
2023/03/07;0400 UTC;0;900.3;901.2;900.2;;19.1;15.7;19.1;18.2;16.1;15.7;87;81;81;46;3.6;1.2;
2023/03/07;0500 UTC;0;899.7;900.5;899.7;;19;15.7;19.1;18.1;16.4;15.7;88;81;81;97;3.6;1.3;
2023/03/07;0600 UTC;0;899.2;899.8;899.2;;19.2;15.2;19.5;19;15.7;15.1;81;76;77;106;3.5;.3;
2023/03/07;0700 UTC;0;899.7;899.7;899.1;;18.7;15.7;19.5;18.4;15.8;14.8;83;74;83;161;2.5;.5;
2023/03/07;0800 UTC;0;900.1;900.1;899.7;;19.1;15.4;19.2;18.3;15.9;15.2;86;78;79;87;5.5;3.2;
2023/03/07;0900 UTC;0;900.6;900.7;900.1;;18.3;15.8;19.1;18.1;15.9;15.4;87;79;86;187;5.5;.3;
2023/03/07;1000 UTC;0;901.2;901.2;900.6;62;19.7;14.9;19.7;18;15.8;14.9;86;74;74;114;4.4;2.6;
2023/03/07;1100 UTC;0;901.8;901.8;901.2;245;20.4;15.3;20.4;19.7;15.4;14.9;74;72;73;96;4.4;2.2;
2023/03/07;1200 UTC;0;902.5;902.5;901.8;585.3;21.1;15.9;21.1;20.4;16;15.2;73;71;72;59;3.9;1.8;
2023/03/07;1300 UTC;0;902.5;902.6;902.4;1665;23;16.3;23;21.1;16.8;15.8;75;66;66;52;5.9;3.6;
2023/03/07;1400 UTC;0;902.6;902.8;902.5;3102.3;25.1;17.4;25.1;23;17.7;16.3;67;62;62;46;7.4;3.5;
2023/03/07;1500 UTC;0;902.7;902.7;902.6;2966.3;25.1;17.6;25.6;24.1;18.5;16.9;66;61;63;35;7.3;3.4;
2023/03/07;1600 UTC;0;902.4;902.7;902.4;2359.3;24.9;16.4;26.1;24.6;18;16.2;63;58;59;6;8.4;3.3;
2023/03/07;1700 UTC;0;901.7;902.4;901.7;1596.9;23.4;15.8;25.4;23.4;16.8;15.8;64;58;62;119;7.1;.8;
2023/03/07;1800 UTC;13.8;901.8;902.4;901.4;170.4;17.4;16.1;23.5;17;16.5;13.9;92;62;92;23;10.6;3.3;
2023/03/07;1900 UTC;3.4;899.9;901.7;899.9;845.7;20.5;16.6;20.5;17.4;17.4;16.1;93;78;78;104;8.4;2.5;
